id	logFC	AveExpr	t	P.Value	adj.P.Val	B
CISD1	-0.166807012166345	8.11465417877095	-7.98472034954516	5.61412050707822e-15	2.86320145860989e-13	23.2716063995517
G6PD	0.10567851557416	8.49022607402235	6.00891069845132	2.97301033340738e-09	7.58117635018881e-08	10.4229142042811
AKR1C3	-0.17908640065612	7.50884132681564	-5.69830224808478	1.76826667318342e-08	3.00605334441182e-07	8.69774956525301
HSBP1	-0.094732532328095	8.68474016061453	-5.29722544576831	1.5665188650274e-07	1.76553359733418e-06	6.59416615218133
ALOX5	0.0639647877424352	8.81031616620112	5.27825101638556	1.7309152915041e-07	1.76553359733418e-06	6.49815163738018
ACO1	0.050594013104913	7.60649603910614	4.48236129853762	8.59382074809267e-06	7.30474763587877e-05	2.76090990574882
PHKG2	0.0493757550239957	7.29176732960894	4.34386676843103	1.60224616389556e-05	0.000116735077655248	2.16922516176036
PGD	0.118488292264241	10.6994774427374	4.18766530920557	3.1699010540701e-05	0.000202081192196969	1.52304276460935
GSS	0.0411516320272156	7.38116174022346	3.88392036170795	0.000112304335914977	0.000636391236851536	0.331142621346449
STEAP3	0.0222276369218282	6.78200088826816	3.76877458928559	0.000177561045904456	0.000905561334112727	-0.0982260969696247
GCLM	0.0291412507741029	7.31865155307263	3.65819298087233	0.000272639654156735	0.00126405657836304	-0.4988826673989
PEBP1	-0.0731580680596018	8.07464254888268	-3.5257917074265	0.000449112385258499	0.00190872763734862	-0.963469449194998
CBS	0.0666449513433873	7.16045273184358	2.98221541344759	0.00295887819963314	0.0116079067831762	-2.69674399574313
AIFM2	0.0119481547941698	6.74605271089385	2.94396721163117	0.00334526081121053	0.0121863072408383	-2.80809093086365
ALOX12	0.0717939382121413	7.34116872905028	2.87612974533161	0.0041454999710189	0.0140946999014643	-3.00212572171526
ABCC1	0.0142471192512534	6.78703332960894	2.83603682669906	0.00469668807657009	0.0149706932440672	-3.11472526632129
KEAP1	0.0221047499363989	7.42645192877095	2.66668832861097	0.00783326504904799	0.0229283530175928	-3.57326609892185
CS	0.0314879468171956	8.69470093715084	2.65562158462077	0.00809235988856216	0.0229283530175928	-3.60226879206421
