id	logFC	AveExpr	t	P.Value	adj.P.Val	B
GTF2B	-0.269522467145598	7.7339910027933	-11.1024113139905	1.55174555571707e-26	4.00350353375003e-24	49.4069475997661
RYBP	0.196839805610377	9.716285174581	7.29999160802838	7.67262045546261e-13	6.59845359169785e-11	18.3868493463984
MED12	0.110958533722801	7.4057822849162	7.12373297098879	2.56523922059683e-12	1.65457929728496e-10	17.2070312107778
STAT6	0.169722369209589	9.02874534497207	7.00981981468906	5.52364955163729e-12	2.40155162112255e-10	16.4578364464257
JUND	0.149709456163439	12.5020121969274	7.00816794782839	5.58500377005243e-12	2.40155162112255e-10	16.4470495619963
SNAPC4	0.1000414427515	7.99294491340782	6.7678703040923	2.7214541227393e-11	1.00305023380963e-09	14.9015727694821
HDAC2	-0.11807325766866	7.63121155586592	-6.52999784430871	1.24659198920944e-10	4.02025916520044e-09	13.4184719097412
STAT2	0.167461032779849	10.2960853631285	6.11985226335509	1.54203097320265e-09	3.06033839297142e-08	10.9723677232955
ARID3A	0.161208522582738	9.3104565698324	6.08158945770885	1.93606812839942e-09	3.56789697947894e-08	10.7514276555425
FOXO3	0.113988764137787	8.59199893575419	5.92557773787345	4.83489214436064e-09	7.6698928049964e-08	9.86352864691932
PAF1	0.10271018096015	8.22990095530726	5.91793985237439	5.05380533662553e-09	7.6698928049964e-08	9.82059576334939
NOTCH1	0.14231296067647	9.21828129608939	5.90796787945981	5.35420918294069e-09	7.67436649554832e-08	9.7646184072857
RXRA	0.143242758287069	10.7822801885475	5.76345430811757	1.22470952519328e-08	1.50464313095174e-07	8.96302426617957
CREBBP	0.108541800259649	8.3256173924581	5.68738823693862	1.87975730127217e-08	2.20444265331009e-07	8.5483608016723
E2F3	-0.148163149917101	8.09815003351955	-5.64438058010909	2.38981250921599e-08	2.56904844740719e-07	8.31613676768675
CEBPB	0.15091825579151	12.0486149231844	5.57243314486956	3.55844465803793e-08	3.67231488709515e-07	7.93125569413652
STAT5B	0.104332436681501	8.80664868296089	5.4362212223969	7.47052186114763e-08	7.13849866731885e-07	7.21500405012658
STAT3	0.116700586510891	9.05768782681564	4.81407028827014	1.80496796429592e-06	1.33886842933286e-05	4.1526047967262
CHD8	0.115760780830326	9.22098541759777	4.73648825320018	2.62254371420415e-06	1.78056915332808e-05	3.7950718224068
NFE2	0.130681572783169	11.6239684273743	4.25974132838342	2.31993192532157e-05	0.000130117921028906	1.71841347516901
ZBTB33	-0.120651695578202	8.36786491480447	-4.23695847346184	2.56178492921706e-05	0.000137695939945417	1.62439671743136
IRF1	0.10330580111926	11.0798175740223	3.72535173931712	0.000210398027632906	0.000863026624461456	-0.359845009846495
LYL1	0.136672006385798	11.6070540893855	3.55802401858543	0.00039829734135887	0.00153374200105356	-0.955645160195035
IRF3	0.105465881397866	9.09190091480447	3.43061783064145	0.000636762317323007	0.00234692396956194	-1.39157362719617
IKZF1	0.117431590203763	8.92565158379888	2.34308877879599	0.0193976512885592	0.0424118138343075	-4.48105281724861
