id	logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.176950186294468	-0.00589164132931084	-9.57805876262914	1.52306435275215e-20	2.71105454789883e-18	35.8927535599691
KEGG_HUNTINGTONS_DISEASE	-0.112993575091057	-0.00310948570028099	-9.31949790425816	1.37355845152944e-19	1.2224670218612e-17	33.7452853024746
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.146840054075817	0.000716326960889025	-9.06191022467861	1.17340246371871e-18	6.96218795139765e-17	31.6518045584385
KEGG_PARKINSONS_DISEASE	-0.163719037653333	-0.00177352824198083	-8.73891738745444	1.61773221047762e-17	7.19890833662539e-16	29.0928826336984
KEGG_SPLICEOSOME	-0.126369736166495	0.00240598339963941	-8.46413529678299	1.4212082043852e-16	5.0595012076113e-15	26.9750491362009
KEGG_RIBOSOME	-0.259945567520166	-0.0032272096969188	-8.41317293458647	2.11379018254686e-16	6.27091087488902e-15	26.588335092471
KEGG_PROTEASOME	-0.178875383144502	-0.000575154468985226	-8.30732470967316	4.79170918629049e-16	1.2184631930853e-14	25.7912638545989
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.10948256879622	-0.00242232277300712	8.19456852388516	1.13541012811825e-15	2.5262875350631e-14	24.951331937867
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.138067532593052	-0.00320064175273967	8.00919449576267	4.59352595103857e-15	9.08497354760962e-14	23.5911847421456
KEGG_LYSOSOME	0.129021472700888	0.0017579077799517	7.74673760240401	3.17878602273793e-14	5.65823912047351e-13	21.7100769832511
KEGG_ALZHEIMERS_DISEASE	-0.0953762599877345	-0.0010048776887518	-7.67396650466927	5.38461854845213e-14	8.71329183294982e-13	21.1978706234744
KEGG_SPHINGOLIPID_METABOLISM	0.123224862233703	0.00260658841396453	7.5937549636552	9.5807770205613e-14	1.42114859138326e-12	20.6380470025463
KEGG_PROTEIN_EXPORT	-0.198897015551258	0.0037296072469763	-7.57936629546239	1.06184855176432e-13	1.45391570933884e-12	20.5381526809669
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.158440209522349	0.00198859414855773	7.4820640327366	2.11960909855918e-13	2.6949315681681e-12	19.8668662049553
KEGG_MISMATCH_REPAIR	-0.149455955031173	0.00539602948188402	-7.23460766676535	1.18916490574504e-12	1.41114235481745e-11	18.1932093753302
KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.134693558900922	0.000766901562480744	-7.21250232564829	1.38398880412786e-12	1.45933538388014e-11	18.0460612690665
KEGG_GALACTOSE_METABOLISM	0.129442489727549	0.000527873556619892	7.21147724118454	1.39374727673946e-12	1.45933538388014e-11	18.0392470553305
